name,rating,reviews,host_name,address,amenities,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout
Castello di Badia - La Loggia (shared pool),4.96,184,Nicola,"Poggibonsi, Siena, Italy","Courtyard view,Valley view,Kitchen,Wifi,Free parking on premises,Shared pool,Air conditioning,Shared patio or balcony,Shared backyard – Fully fenced,Indoor fireplace",8199, Italy,1,1,2,0,1,0,16:00:00,10:00:00
Private suite in Aufhausen Castle. Pure romance.,5.0,3,Baronin Hammerstein,"Erding, Bayern, Germany","Wifi,Free parking on premises,HDTV with Netflix,Garden,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",12684, Germany,1,1,2,0,1,0,15:00:00,10:00:00
Villa Chianti medieval Florence,4.78,51,Pietro,"Tavarnelle Val di Pesa, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",72927, Italy,2,8,8,0,3,0,15:00:00,10:00:00
Castle Schönberg in Wenzenbach,4.91,47,Hans,"Wenzenbach, Bayern, Germany","Kitchen,Wifi,Free parking on premises,Garden,Luggage drop-off allowed,Refrigerator,Microwave,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",16308, Germany,2,3,4,0,2,0,15:00:00,10:00:00
Castello- Stunning ancient Castle with heated pool,4.82,83,Alessandro&Anna,"Monselice, Veneto, Italy","Garden view,Lake access,Kitchen,Wifi,Free parking on premises,Shared pool,Shared hot tub,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",17667, Italy,2,3,6,0,2,0,15:00:00,10:00:00
Torretta- Stunning ancient Castle with heated pool,4.76,112,Alessandro&Anna,"Monselice, Veneto, Italy","Garden view,Lake access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Shared hot tub,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",17667, Italy,2,4,6,0,2,0,15:00:00,10:00:00
TOWER HOUSE TUSCANY - CASA TORRE,4.71,148,Leonardo,"Certaldo, Tuscany, Italy","Courtyard view,City skyline view,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises,HDTV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13893, Italy,1,4,6,0,3,0,16:00:00,10:00:00
11-Albert Einstein Suite EG CASTLE MÖRLBACH,4.83,55,Gundel Abraham,"Berg, Bayern, Germany","Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Bath,Garden",15536, Germany,2,5,7,0,2,0,12:00:00,14:00:00
Torre - Ancient castle with  heated pool,4.86,14,Alessandro&Anna,"Monselice, Veneto, Italy","Garden view,Vineyard view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,Shared hot tub,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",22650, Italy,2,4,6,0,3,0,15:00:00,10:00:00
Tornano Castle - An Unique Medieval Fortress in Chianti's Countryside,New,0,Gabetti Short Rent-Luxury Houses,"Gaiole in Chianti, Toscana, Italy","Wifi,Dedicated workspace,Free parking on premises,Pool,Hot tub,TV with standard cable/satellite,Air conditioning,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",296523, Italy,22,26,16,0,22,0,15:00:00,11:00:00
Apartment in Castelfiorentino with garden,New,1,Belvilla,"Montespertoli, Toscana, Italy","Kitchen,Wifi,Dedicated workspace,Pool,Pets allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8495, Italy,2,3,6,0,2,0,16:00:00,09:00:00
La Rocca Encantata,4.95,84,Gianluca,"Magione, Umbria, Italy","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Washing machine,Bath,Private backyard – Not fully fenced,Indoor fireplace,Hair dryer",4916, Italy,1,2,4,0,1,0,15:00:00,10:00:00
Corte - Stunning ancient Castle with heated pool,4.8,50,Alessandro&Anna,"Monselice, Veneto, Italy","Garden view,Lake access,Kitchen,Wifi,Free parking on premises,Shared pool,Shared hot tub,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",22650, Italy,1,6,6,0,3,0,15:00:00,10:00:00
Medieval TOWER in Italian Burg of 1200 (UMBRIA),4.94,19,Diego,"Marsciano, Umbria, Italy","Valley view,Kitchen,Free parking on premises,Shared pool,TV,Washing machine,Private patio or balcony,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10235, Italy,1,3,6,0,3,0,15:00:00,10:00:00
COUNTRY HOUSE LA TORRE - TUSCANY - VITERBO,4.96,28,Roberto,"Tuscania, Lazio, Italy","City skyline view,Valley view,Kitchen,Wifi,Free parking on premises,Private hot tub,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13565, Italy,2,4,6,0,3,0,14:00:00,10:00:00
"Apartment in Castle Planta, Merano",4.9,106,Peter,"Meran, Trentino-Alto Adige, Italy","City skyline view,Garden view,Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Free washer – In building,Free dryer – In building,Bath",17030, Italy,1,3,5,0,3,0,14:00:00,12:00:00
Abbey of San Giusto,New,0,Ippolita,"Tuscania, Lazio, Italy","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,Washing machine,Dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",226496, Italy,11,22,16,0,16,0,14:00:00,11:00:00
Thiene Castle,5.0,13,Francesca,"Thiene, Veneto, Italy","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Washing machine – In building,Dryer – In building,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",40769, Italy,2,6,8,0,4,0,16:00:00,10:00:00
"Medieval Castle Lungarno SPA, honey moon, wedding",4.97,29,Leonardo,"Pratovecchio, Toscana, Italy","City skyline view,Courtyard view,Lake access,Ski-in/Ski-out,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15402, Italy,1,2,3,0,2,0,14:00:00,09:00:00
Castle in Thuringia,5.0,56,Franz Peter,"Kospoda, Thüringen, Germany","Park view,Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,HDTV with Chromecast,Bath,Private patio or balcony",10925, Germany,2,3,6,0,3,0,14:00:00,10:00:00
TOWER PENTHOUSE in small castle near Florence,5.0,26,Majla Francesca,"Bagno a Ripoli, Tuscany, Italy","Valley view,Kitchen,Fast wifi – 71 Mbps,Dedicated workspace,Free parking on premises,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12908, Italy,2,8,10,0,4,0,16:00:00,10:00:00
THE HOUSE IN THE CASTLE,4.79,33,Dritan,"Pomarance, Toscana, Italy","Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Washing machine,Children’s books and toys,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7809, Italy,2,6,8,0,3,0,17:00:00,09:00:00
Mansion in Wohlenhagen with panoramic views,New,1,Belvilla,"Hohenkirchen, Mecklenburg-Vorpommern, Germany","Kitchen,Wifi,Dedicated workspace,TV with standard cable/satellite,Washing machine,Dryer,Bath,High chair,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7524, Germany,1,7,7,0,3,0,15:00:00,10:00:00
Apartment La Limonaia - Castello di Badia,4.93,148,Nicola,"Poggibonsi, Siena, Italy","Park view,Vineyard view,Kitchen,Wifi,Free parking on premises,Shared pool,Air conditioning,Shared patio or balcony,Shared backyard – Fully fenced,Luggage drop-off allowed",10917, Italy,1,1,2,0,1,0,16:00:00,10:00:00
"Your tuscan dream wedding , 75 Pax max !",New,0,Bettina,"Sovicille, Italy","Kitchen,Wifi,Free parking on premises,Private pool,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",570770, Italy,23,38,16,0,34,0,15:00:00,10:00:00
The Castle of Ronciglione,4.8,16,Federico,"Ronciglione, Lazio, Italy","City skyline view,Lake access,Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",9172, Italy,2,6,6,0,2,0,14:00:00,12:00:00
"Rocca di Cetona, a Magnificent Castle with Private",New,0,Sidrak,"Cetona, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pool,Sauna,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",163179, Italy,8,9,14,0,7,0,15:00:00,10:00:00
Comfort room with breakfast included,New,0,Castello,"Centinarola, Marche, Italy","Wifi,Dedicated workspace,Free parking on premises,Shared pool,Pets allowed,TV,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",8697, Italy,1,1,2,0,1,0,14:00:00,11:00:00
"Trasimeno Lake - ""The Convent""",4.61,43,Nicoletta,"Sant'arcangelo, Umbria, Italy","Lake access,Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Private backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10531, Italy,1,5,5,0,2,0,15:00:00,10:00:00
Schönberg Castle near Regensburg,4.89,9,Hans,"Wenzenbach, Bayern, Germany","Kitchen,Wifi,Free on-street parking,Garden,Refrigerator,Microwave,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",8154, Germany,1,1,2,0,1,0,15:00:00,10:00:00
Portico- Stunning ancient Castle with heated pool,4.74,58,Alessandro&Anna,"Monselice, Veneto, Italy","Park view,Kitchen,Wifi,Free parking on premises,Shared pool,Hot tub,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",17667, Italy,2,7,7,0,2,0,15:00:00,10:00:00
Castello delle Serre B&B Pool Cottage/Standard,5.0,18,Antonio,"Serre di Rapolano, Siena, Italy","Wifi,Free parking on premises,Pool,TV,Lift,Air conditioning,Indoor fireplace,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",23103, Italy,1,1,2,0,1,0,15:00:00,11:00:00
DREAMING CASTLE IN TUSCANY,New,0,Itinere Villas,"Siena, Toscana, Italy","Wifi,Free parking on premises,Pool,TV,Lift,Air conditioning,Patio or balcony,Garden,Indoor fireplace,Luggage drop-off allowed",520404, Italy,21,30,16,0,20,0,15:00:00,11:00:00
Gallery - Apartment in Castello di Montegufoni in Tuscany,New,2,Posarelli Villas,"Montegufoni, Tuscany, Italy","Wifi,Free parking on premises,Pool,TV,Washing machine,Bath,Garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",39044, Italy,3,5,9,0,4,0,17:00:00,10:00:00
Castle/house I Merli country house w/swimming pool,5.0,24,Ernesto,"Vetralla, Lazio, Italy","Garden view,Valley view,Kitchen,Wifi,Free parking on premises,Private pool,Pets allowed,43"" TV,Free washer – In unit,Security cameras on property",20833, Italy,6,10,14,0,5,0,12:00:00,11:00:00
CASINA NEL BORGO - LITTLE HOUSE IN THE OLD VILLAGE,4.79,19,Leonardo,"Certaldo, Toscana, Italy","City skyline view,Courtyard view,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises,HDTV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",10241, Italy,1,1,2,0,1,0,16:00:00,10:00:00
XII Cabbiavoli Castle — 12 guests — maid service,New,2,Ginevra,"Castelfiorentino, Toscana, Italy","Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Dryer,Air conditioning,Indoor fireplace,Cot",98934, Italy,7,6,12,0,6,0,15:00:00,10:00:00
House in the Tuscan countryside with pool,4.67,3,Castello Di Querceto,"Querceto, Toscana, Italy","Garden view,Wifi,Free parking on premises,Shared pool,Pets allowed,15"" TV,Central air conditioning,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",17667, Italy,3,4,6,0,3,0,15:00:00,10:00:00
an ancient tower on the sea,4.56,9,Emilia,"Giglio Campese, Toscana, Italy","Kitchen,Free parking on premises,Pets allowed,TV,Washing machine,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",26692, Italy,2,6,10,0,3,0,15:00:00,10:00:00
CASA la TORRE: a castle on the outskirts of Florence,5.0,18,Stefano,"Florence, Toscana, Italy","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8563, Italy,1,2,4,0,1,0,14:00:00,11:00:00
San Fabiano Wedding Venue Castle,New,0,Beatrice,"Monteroni D'arbia, Toscana, Italy","Wifi,Free parking on premises,Pool,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",258178, Italy,6,13,16,0,8,0,15:00:00,12:00:00
Mansion in Wohlenhagen with panoramic views,New,1,Belvilla,"Hohenkirchen, Mecklenburg-Vorpommern, Germany","Kitchen,Wifi,Dedicated workspace,TV with standard cable/satellite,Washing machine,Dryer,High chair,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6758, Germany,1,2,4,0,1,0,15:00:00,10:00:00
Stunning 9 BR private castle near Florence,New,1,Valentina,"Impruneta, Toscana, Italy","Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",499188, Italy,8,11,16,0,9,0,15:00:00,10:00:00
Historic estate with pool and tennis court,4.67,3,Bettina,"Sovicille, Italy","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",36239, Italy,2,3,6,0,2,0,15:00:00,10:00:00
Castello I Torrioni Giulia,5.0,7,Federico,"Ronciglione, Lazio, Italy","City skyline view,Lake access,Kitchen,Wifi,Dedicated workspace,TV,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",11051, Italy,1,3,3,0,1,0,14:00:00,12:00:00
Castle between Siena and Montalcino,New,0,Benedetto,"Monteroni d'Arbia, Siena Tuscany, Italy","Wifi,Dedicated workspace,Free parking on premises,Pool,Hot tub,Washing machine,Dryer,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",308035, Italy,6,16,16,0,8,0,15:00:00,11:00:00
Montegufoni 23 - Apartment in Castello di Montegufoni in Tuscany,New,2,Posarelli Villas,"Montegufoni, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pool,Washing machine,Garden,Refrigerator,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",18133, Italy,1,4,6,0,3,0,17:00:00,10:00:00
Castle Möhren | Castle,New,1,Sandra,"Treuchtlingen, Bavaria, Germany","Kitchen,Wifi,Free parking on premises,Pets allowed,TV with standard cable/satellite,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",8607, Germany,1,4,2,0,0,0,15:00:00,10:00:00
Castello di Montalto - Torre del Vescovo,New,1,Chiara,"Castelnuovo Berardenga, Tuscany, Italy","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Bath,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",43919, Italy,4,5,7,0,4,0,16:00:00,10:00:00
"Medieval Castle of MonteLagello, Casa del Conte",5.0,5,Massimo,"Marsciano, Umbria, Italy","Garden view,Valley view,Kitchen,Wifi,Free parking on premises,Private outdoor pool,24"" HDTV,Paid washer – In building,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",11935, Italy,1,3,4,0,2,0,14:00:00,12:00:00
"Nice home in Pillberg with 2 Bedrooms, Sauna and W",New,0,Novasol,"Pillberg, Austria","Kitchen,Wifi,Dedicated workspace,Sauna,TV,Bath,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",6680, Austria,1,2,5,0,2,0,16:00:00,10:00:00
Comfort room with breakfast included,New,0,Castello,"Centinarola, Marche, Italy","Wifi,Free parking on premises,Pool,Pets allowed,TV,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",8697, Italy,1,1,2,0,1,0,14:00:00,11:00:00
Royal stay in Fort- Near Sambhar Lake,New,0,Kamlendra,"Marwa, Rajasthan, India","Kitchen,Wifi,Free parking on premises,Air conditioning,Patio or balcony,Refrigerator,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",31953, India,5,6,10,0,4,0,15:00:00,12:00:00
Ancient castle with breathtaking views,New,0,Villas In Med,"Roccastrada, Italy","Kitchen,Wifi,Free parking on premises,Hot tub,Pets allowed,TV,Washing machine,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13590, Italy,3,7,14,0,4,0,15:00:00,09:00:00
"Certaldo 2 - Vacation Rental in historical centre of Certaldo, Tuscany",New,2,Posarelli Villas,"Certaldo, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5002, Italy,1,2,3,0,1,0,17:00:00,10:00:00
The old watermill at Broholm,5.0,4,Broholm Slot,"Gudme, Syddanmark, Denmark","Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",16993, Denmark,1,1,2,0,1,0,15:00:00,11:00:00
Unique part medieval monument  unbelievable views.,New,0,Joe,"Monte Santa Maria Tiberina, Umbria, Italy","Garden view,Mountain view,Kitchen,Wifi,Free on-street parking,Private pool,Pets allowed,Free washer – In unit,Bath,Private patio or balcony",67787, Italy,4,4,6,0,3,0,16:00:00,10:00:00
Montegufoni 11 - Apartment in Castello di Montegufoni in Tuscany,New,2,Posarelli Villas,"Montegufoni, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pool,Washing machine,Air conditioning,Garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13576, Italy,1,1,3,0,1,0,17:00:00,10:00:00
"Fabulous castle in the Chianti, 30 km to Florence",New,0,InTuscany,"Castelfiorentino, Toscana, Italy","Kitchen,Wifi,Free parking on premises,Pool,TV with standard cable/satellite,Washing machine,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",96940, Italy,6,8,12,0,6,0,15:00:00,09:00:00
Medieval tower with garden in Toscana,New,0,Luca. Agriturismo Il Mattone,"Staggia Senese, Italy/Siena/Toscana, Italy","Kitchen,Free parking on premises,Pets allowed,Garden,Refrigerator,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",31709, Italy,2,2,4,0,2,0,15:00:00,12:00:00
Mansion in Wohlenhagen with panoramic views,New,1,Belvilla,"Hohenkirchen, Mecklenburg-Vorpommern, Germany","Kitchen,Wifi,Dedicated workspace,TV with standard cable/satellite,Washing machine,Dryer,High chair,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7088, Germany,1,4,4,0,1,0,15:00:00,10:00:00
Private Apartment in Charming Castle near Siena,New,1,Benedetto,"Monteroni D'arbia, Toscana, Italy","Wifi,Dedicated workspace,Free parking on premises,Pool,TV,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",48977, Italy,4,6,8,0,4,0,16:00:00,11:00:00
Castello di Montalto - Casa del Guardia,5.0,4,Chiara,"Castelnuovo Berardenga, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pets allowed,Patio or balcony,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",30867, Italy,2,4,6,0,3,0,16:00:00,10:00:00
Montegufoni 30 - Apartment in Castello di Montegufoni in Tuscany,New,2,Posarelli Villas,"Montegufoni, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pool,Washing machine,Garden,Refrigerator,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15574, Italy,2,3,4,0,2,0,17:00:00,10:00:00
La Grotta - Apartment in Castello di Montegufoni in Tuscany,New,2,Posarelli Villas,"Montegufoni, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pool,Washing machine,Garden,Refrigerator,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",26516, Italy,2,3,5,0,2,0,17:00:00,10:00:00
Montegufoni 7 - Apartment in Castello di Montegufoni in Tuscany,New,0,Posarelli Villas,"Montegufoni, Tuscany, Italy","Wifi,Free parking on premises,Pool,Washing machine,Garden,Refrigerator,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",14790, Italy,1,3,4,0,1,0,17:00:00,10:00:00
Villa Di Cabbiavoli,New,0,Samantha,"Castelfiorentino, Tuscany, Italy","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",85061, Italy,6,8,12,0,6,0,15:00:00,10:00:00
"Apartment ""Summer""",New,1,Cecilia,"Proceno, Lazio, Italy","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,Washing machine,Indoor fireplace,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",18260, Italy,2,2,4,0,2,0,14:00:00,10:00:00
Castello di Montalto - The Farmhouse with annex,New,0,Chiara,"Castelnuovo Berardenga, Toscana, Italy","Kitchen,Wifi,Free parking on premises,Bath,Garden,Indoor fireplace,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",30867, Italy,2,4,6,0,3,0,16:00:00,10:00:00
Ancient manor house with garden&pool by Vacavilla,New,0,Susi,"Badia Agnano, Toscana, Italy","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV with standard cable/satellite,Washing machine,Indoor fireplace,Travel cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",14955, Italy,4,8,10,0,5,0,17:00:00,10:00:00
Ugo Stable - Pratelli Castle,New,0,Silvia,"Incisa in Val d'Arno, Italy","Kitchen,Wifi,Free parking on premises,Shared pool,Pets allowed,24"" TV,Paid washer – In building,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13893, Italy,2,4,5,0,2,0,14:00:00,10:00:00
"Lotus Studio in Skandavan's garden, Edayanchavadi",4.83,180,Rekha,"Auroville, Tamil Nadu, India","Kitchen,Free parking on premises,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2805, India,1,1,2,0,1,0,12:00:00,10:00:00
Adobe 2 by The Mudhouse Marayoor,4.82,67,Roopa,"Munnar, Kerala, India","Garden view,Wifi,Dedicated workspace,Free parking on premises,Patio or balcony,Garden,Luggage drop-off allowed,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7999, India,1,1,3,0,1,0,12:00:00,12:00:00
Ella Retreat- Cottage for Nature  Lovers,4.75,28,Danushka,"Ella, Uva Province, Sri Lanka","City skyline view,Garden view,Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Private patio or balcony,Private backyard – Not fully fenced,Luggage drop-off allowed",6384, Sri Lanka,1,1,2,0,1,0,12:00:00,13:00:00
★Luxury Rustic ★ Work From Home ★ Rooftop Cafe,New,1,Tanuj,"Talkehr, Himachal Pradesh, India","Kitchen,Wifi,Dedicated workspace,TV,Patio or balcony,Breakfast,Smoking allowed,Long-term stays allowed,Security cameras on property,Unavailable: Smoke alarmSmoke alarm",4131, India,5,5,10,0,5,0,14:00:00,12:00:00
The goat village Nagtibba By Bakri Chhap,New,0,Bakri,"Pantwari, Uttarakhand, India","Wifi,Free on-street parking,Bath,Garden,Luggage drop-off allowed,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8200, India,1,1,3,0,1,0,11:00:00,10:00:00
Cob 2 by The Mudhouse Marayoor,5.0,12,Roopa,"Munnar, Kerala, India","Mountain view,Wifi,Free parking on premises,Patio or balcony,Shared garden,Children’s books and toys,Refrigerator,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8510, India,1,1,3,0,1,0,13:00:00,11:00:00
beautiful earthen house -חאן הפינג'אן,4.92,13,שרי Sarai,"Tekoa, Israel","Desert view,Mountain view,Kitchen,Free parking on premises,Shared outdoor pool – available all year, open specific hours,Window AC unit,Shared patio or balcony,Private backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",16781, Israel,3,4,15,0,1,0,15:00:00,11:00:00
Bukit Lawang  lovely jungle hill  lodge & treking,5.0,20,Tasrifan,"Bohorok, Sumatera Utara, Indonesia","Garden,Microwave,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",922, Indonesia,1,1,6,0,1,0,15:00:00,12:00:00
